C 1 FricV vzZR
C 1 FricU fsSh
C 0 StopV bdg
C 0 StopU ptk
C 2 Nasal mnNG
C 3 Liquid l
V 4 Vowel *Eea92iyuoO@51
V 4 Glides wj8
